Code Ouvrage,Référence ouvrage,Métier,Prestation,Type de Toit,Nom de l'ouvrage,Chapitre de l'ouvrage (Dépose/Préparation du Support/ Pose ….),Texte de la ligne/ Texte commercial (rtf),Texte de la ligne/ Texte commercial (converti),Commentaire Technique/ Texte Chargé d'affaires (rtf),Commentaire Technique/ Texte Chargé d'affaires (converti),Unité de l'ouvrage,Code Article,Référence article,Désignation matériaux,Unité Article,Qté,Prix d'achat
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.5,165
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,28032,R50746,IRB TUILE PLATE PRESSEE 17X27 STE FOY ROUGE NUANCE,u,6,3.66
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,24790,R30167,"POINTE GALVANISEE TETE EXTRA LARGE Ø2,7X35MM - BOITE 5KG",u,0.1,0.007
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,10,1.8
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,3653,R105086,CLOSOIR PEIGNE 100MM ROUGE,ml,1,2.36
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30898,R68396,CHANLATTE TRAITE CLASSE 2 10X20X50,ml,1,0.66
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30545,R67441,"DOUBLIS ZINC NATUREL VM  DEV.180 EP.0,65 2ML",ml,1,7.8
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30546,R67442,"DOUBLIS ZINC NATUREL VM  DEV.200 EP.0,65 2ML",ml,1,8.52
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30547,R67443,"DOUBLIS ZINC NATUREL VM  DEV.220 EP.0,65 2ML",ml,1,9.22
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30548,R67444,"DOUBLIS ZINC NATUREL VM  DEV.250 EP.0,65 2ML",ml,1,10.15
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30550,R67447,"DOUBLIS ZINC NATUREL VM  DEV.333 EP.0,65 2ML",ml,1,13.46
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30943,R68620,"GOUTTIERE ZINC NATUREL VM NANTAISE DE 33 R8 AVEC PINCE 4ML EP.0,80MM",ml,1.1,12.254
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,2.5,6.25
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
302,AB14262,Maintenance,Réparation,Tuiles Plates,Changement de la Gouttière Nantaise,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,Dépose,"Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière. ","Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière.",,,ml,,,,,0,0
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,"Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière. ","Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière.",,,,,,0,0
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.5,55
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,Pose,"Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain, et remise en place de tuile mécanique. ","Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain, et remise en place de tuile mécanique.",,,ml,,,,,0,0
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,"Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente à 5mm/m. Façonnage et pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place du doublis saillant 0,08m fixé mécaniquement. ","Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente à 5mm/m. Façonnage et pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place du doublis saillant 0,08m fixé mécaniquement.",,,,,,0,0
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.5,165
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,33902,R79643,GPS TUILE CANAL A TENONS LYONNAISE 40 POUDENX ROUGE ST GEOURS,u,5,4.75
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,23635,R22907,IRB TUILE OMEGA 10 ROUGE STE FOY,u,3,3.84
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,10,1.8
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,3653,R105086,CLOSOIR PEIGNE 100MM ROUGE,ml,1,2.36
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30898,R68396,CHANLATTE TRAITE CLASSE 2 10X20X50,ml,1,0.66
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30545,R67441,"DOUBLIS ZINC NATUREL VM  DEV.180 EP.0,65 2ML",ml,1,7.8
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30546,R67442,"DOUBLIS ZINC NATUREL VM  DEV.200 EP.0,65 2ML",ml,1,8.52
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30547,R67443,"DOUBLIS ZINC NATUREL VM  DEV.220 EP.0,65 2ML",ml,1,9.22
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30548,R67444,"DOUBLIS ZINC NATUREL VM  DEV.250 EP.0,65 2ML",ml,1,10.15
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30550,R67447,"DOUBLIS ZINC NATUREL VM  DEV.333 EP.0,65 2ML",ml,1,13.46
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30943,R68620,"GOUTTIERE ZINC NATUREL VM NANTAISE DE 33 R8 AVEC PINCE 4ML EP.0,80MM",ml,1.1,12.254
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,2.5,6.25
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
303,AB14362,Maintenance,Réparation,Tuiles Mécaniques à Relief,Changement de la Gouttière Nantaise,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,Dépose,"Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière. ","Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière.",,,ml,,,,,0,0
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,"Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière. ","Dépose et stockage d'un rang de tuile mécanique, de ses crochets de la gouttière ainsi que de l'entablement sous gouttière.",,,,,,0,0
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,Pose,"Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain, et remise en place de tuile mécanique. ","Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain, et remise en place de tuile mécanique.",,,ml,,,,,0,0
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,"Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place du doublis saillant 0,08m fixé mécaniquement. ","Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place du doublis saillant 0,08m fixé mécaniquement.",,,,,,0,0
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.5,165
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,20788,R12692,HF TUILE BEAUVOISE FLAMME RUSTIQUE,u,4,4.44
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,11365,R115727,IRB TUILE LOSANGEE STE FOY ROUGE,u,3,4.17
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,20387,R126488,"VIS INOX 4,5X65 + VULCA 20MM NATUREL",u,6,1.08
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,3653,R105086,CLOSOIR PEIGNE 100MM ROUGE,ml,1,2.36
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30898,R68396,CHANLATTE TRAITE CLASSE 2 10X20X50,ml,1,0.66
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,31885,R72210,"POINTE TETE PLATE LISSE ACIER Ø3,5-80MM - BOITE 5KG",u,0.1,0.01
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30545,R67441,"DOUBLIS ZINC NATUREL VM  DEV.180 EP.0,65 2ML",ml,1,7.8
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30546,R67442,"DOUBLIS ZINC NATUREL VM  DEV.200 EP.0,65 2ML",ml,1,8.52
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30547,R67443,"DOUBLIS ZINC NATUREL VM  DEV.220 EP.0,65 2ML",ml,1,9.22
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30548,R67444,"DOUBLIS ZINC NATUREL VM  DEV.250 EP.0,65 2ML",ml,1,10.15
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30550,R67447,"DOUBLIS ZINC NATUREL VM  DEV.333 EP.0,65 2ML",ml,1,13.46
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30943,R68620,"GOUTTIERE ZINC NATUREL VM NANTAISE DE 33 R8 AVEC PINCE 4ML EP.0,80MM",ml,1.1,12.254
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,2.5,6.25
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
304,AB14462,Maintenance,Réparation,Tuiles Béton,Changement de la Gouttière Nantaise,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,Dépose,"Dépose de trois rangs d'ardoises, de ses crochets, de la gouttière ainsi que de l'entablement sous gouttière. ","Dépose de trois rangs d'ardoises, de ses crochets, de la gouttière ainsi que de l'entablement sous gouttière.",,,ml,,,,,0,0
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,"Dépose de trois rangs d'ardoises, de ses crochets, de la gouttière ainsi que de l'entablement sous gouttière. ","Dépose de trois rangs d'ardoises, de ses crochets, de la gouttière ainsi que de l'entablement sous gouttière.",,,,,,0,0
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.5,55
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,Pose,"Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain, et remise en place de trois rangs d'ardoises y compris doublis, fixation et complément des crochets au besoin. ","Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain, et remise en place de trois rangs d'ardoises y compris doublis, fixation et complément des crochets au besoin.",,,ml,,,,,0,0
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,"Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente 5mm/m Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place du doublis ardoises saillant de 0,08m. ","Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente 5mm/m Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place du doublis ardoises saillant de 0,08m.",,,,,,0,0
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.5,165
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,36686,R97450,*** ARDOISE ESPAGNE CLASSIQUE 350 32X22 EF,u,5,4
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.02,0.002
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30545,R67441,"DOUBLIS ZINC NATUREL VM  DEV.180 EP.0,65 2ML",ml,1,7.8
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30546,R67442,"DOUBLIS ZINC NATUREL VM  DEV.200 EP.0,65 2ML",ml,1,8.52
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30547,R67443,"DOUBLIS ZINC NATUREL VM  DEV.220 EP.0,65 2ML",ml,1,9.22
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30548,R67444,"DOUBLIS ZINC NATUREL VM  DEV.250 EP.0,65 2ML",ml,1,10.15
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30550,R67447,"DOUBLIS ZINC NATUREL VM  DEV.333 EP.0,65 2ML",ml,1,13.46
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30943,R68620,"GOUTTIERE ZINC NATUREL VM NANTAISE DE 33 R8 AVEC PINCE 4ML EP.0,80MM",ml,1.1,12.254
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,2.5,6.25
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
305,AB14562,Maintenance,Réparation,Ardoises,Changement de la Gouttière Nantaise,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,Dépose,Dépose et découpe de la bande d'égout en zinc comprenant les crochets ainsi que la gouttière,Dépose et découpe de la bande d'égout en zinc comprenant les crochets ainsi que la gouttière,,,ml,,,,,0,0
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,Dépose de trois rangs de bardeaux bitume à l'égout comprenant les crochets ainsi que la gouttière. ,Dépose de trois rangs de bardeaux bitume à l'égout comprenant les crochets ainsi que la gouttière.,,,,,,0,0
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.5,55
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,Pose,"Dépose et découpe de la bande d'égout en zinc comprenant les crochets ainsi que la gouttière Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain. Façonnage et pose d'une bande d'égout en zinc glissée sous le recouvrement du bardeau, étanchéité par encollage à froid ou par élément bitumeux chauffé et collé. ","Dépose et découpe de la bande d'égout en zinc comprenant les crochets ainsi que la gouttière Fourniture et pose d'une gouttière Nantaise comprenant le façonnage et la pose d'un entablement sous gouttière, de crochets, talons, naissance et soudure barrée à l'étain. Façonnage et pose d'une bande d'égout en zinc glissée sous le recouvrement du bardeau, étanchéité par encollage à froid ou par élément bitumeux chauffé et collé.",,,ml,,,,,0,0
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,"Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente 5mm/m Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place des rangs de bardeaux bitume saillant de 0,08m. ","Fourniture et pose d'une gouttière Nantaise en zinc 80/100 fixation par crochet limonier à chaque chevron. Réglage de la pente 5mm/m Comprenant le façonnage et la pose d'un entablement en zinc 65/100 par éléments de 1,00m assemblés par agrafure et pattes de fixation zinc 80/100, talons, naissance et soudure barrée à l'étain et remise en place des rangs de bardeaux bitume saillant de 0,08m.",,,,,,0,0
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1.5,165
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,8283,R112286,Bardeaux bitumé soprema SOPRATUILE,m²,2,21.76
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,22982,R20010401,"Étanchéité SOPREMA colle à froid COLTACK env. 0,3Kg/m² suivant support seau de 25kg",kg,0.2,1.6
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,11549,R11592,PATTE COULISSANTE SYSTEME DELTA-VM ZINC - BOITE DE 250,u,4,5.6
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30545,R67441,"DOUBLIS ZINC NATUREL VM  DEV.180 EP.0,65 2ML",ml,1,7.8
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30546,R67442,"DOUBLIS ZINC NATUREL VM  DEV.200 EP.0,65 2ML",ml,1,8.52
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30547,R67443,"DOUBLIS ZINC NATUREL VM  DEV.220 EP.0,65 2ML",ml,1,9.22
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30548,R67444,"DOUBLIS ZINC NATUREL VM  DEV.250 EP.0,65 2ML",ml,1,10.15
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30550,R67447,"DOUBLIS ZINC NATUREL VM  DEV.333 EP.0,65 2ML",ml,1,13.46
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30943,R68620,"GOUTTIERE ZINC NATUREL VM NANTAISE DE 33 R8 AVEC PINCE 4ML EP.0,80MM",ml,1.1,12.254
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,3157,R104280,CROCHET EQUERRE NANTAIS 33 TEINTE ARDOISE R8,u,2.5,6.25
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,30753,R68028,"FEUILLE ZINC NATUREL VM 2000X1000MM EP.0,60",m²,0.01,0.2107
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,32265,R742,"POINTE INOX 17% TETE EXTRA LARGE RONDE LISSE Ø2,7X27MM - BOITE 1KG",u,0.05,0.005
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
306,AB14662,Maintenance,Réparation,Bardeaux Bitumes,Changement de la Gouttière Nantaise,,,,,,,3138,R104252,VINYTEC VIS TETE TORX 4X30 NATUREL - CARTON DE 500,u,5,0.6
